gene	uniprot_chig_id	annot_rank	ko_id	kegg_hit	pfam_hits	chig_description	identified_in_proteomics	unique_onetenth	in_model	detected_in_mplex	ko_all	ec_ko_source	ec_number	ec_source
gene_2332	tr|H1V3Y2|H1V3Y2_COLHI	D			GPI-Mannosyltransferase II co-activator [PF10333.12]	Uncharacterized protein	YES	False	False	True	K27880	kofam		
gene_6075	tr|H1VGL4|H1VGL4_COLHI	D			Macrophage migration inhibitory factor (MIF) [PF01187.21]	L-dopachrome isomerase	YES	True	False	True				
gene_6106	tr|H1W0A5|H1W0A5_COLHI	C	K10427	dynactin 5		Dynactin subunit 5	YES	True	False	False	K10427	kofam+xlsx		
gene_6143	tr|A0A1B7YR03|A0A1B7YR03_COLHI	C	K08329	autophagy-related protein 17	Autophagy protein ATG17-like domain [PF04108.15]	Autophagy-related protein 17	YES	True	False	False	K08329	kofam+xlsx		
gene_6148	tr|H1VVP9|H1VVP9_COLHI	D			Carboxylesterase family [PF00135.31]; BD-FAE [PF20434.1]; alpha/beta hydrolase fold [PF07859.16]	Carboxylic ester hydrolase	YES	True	False	True				
gene_6355	tr|H1VCN2|H1VCN2_COLHI	C	K03448	MFS transporter, ACS family, pantothenate transporter		Major facilitator superfamily transporter	YES	True	False	True	K03448;K08192	kofam+xlsx		
gene_6386	tr|A0A1B7Y812|A0A1B7Y812_COLHI	E				EC2 protein	YES	True	False	False				
gene_6451	tr|A0A1B7XWS0|A0A1B7XWS0_COLHI	D			Pregnancy-associated plasma protein-A [PF05572.16]	Metalloprotease	YES	True	False	True				
gene_6516	tr|A0A1B7YM53|A0A1B7YM53_COLHI	D			Peroxidase [PF00141.26]	Peroxidase	YES	True	False	False				
gene_6707	tr|A0A1B7YK32|A0A1B7YK32_COLHI	D			Ubiquitin-conjugating enzyme [PF00179.29]	Ubiquitin-conjugating enzyme	YES	True	False	True				
gene_6732	tr|H1VGP5|H1VGP5_COLHI	C	K23544	serine incorporator 1	Serine incorporator (Serinc) [PF03348.18]	Serine incorporator	YES	True	False	True	K23544	kofam+xlsx		
gene_684	tr|A0A1B7YGE5|A0A1B7YGE5_COLHI	D			LCCL domain [PF03815.22]	LCCL domain-containing protein	YES	True	False	False				
gene_6917	tr|H1V7V9|H1V7V9_COLHI	D			XLF-Cernunnos, XRcc4-like factor, NHEJ component [PF09302.14]	Non-homologous end-joining factor 1	YES	True	False	False	K10980	kofam		
gene_6925	tr|A0A1B7XXS5|A0A1B7XXS5_COLHI	C	K19356	lytic cellulose monooxygenase (C1-hydroxylating) [EC:1.14.99.54]	Auxiliary Activity family 9 (formerly GH61) [PF03443.17]; Fungal cellulose binding domain [PF00734.21]	lytic cellulose monooxygenase (C4-dehydrogenating)	YES	True	False	False	K19356	kofam+xlsx	1.14.99.54	kofam/xlsx->KEGG
gene_6969	tr|A0A1B7YRZ0|A0A1B7YRZ0_COLHI	D			Flavin containing amine oxidoreductase [PF01593.27]; NAD(P)-binding Rossmann-like domain [PF13450.9]	L-amino acid oxidase	YES	True	False	True				
gene_6972	tr|A0A1B7XXP7|A0A1B7XXP7_COLHI	D			Mycotoxin biosynthesis protein UstYa [PF11807.11]	Secreted protein	YES	True	False	False				
gene_698	tr|A0A1B7XYZ6|A0A1B7XYZ6_COLHI	C	K23564	ER membrane protein complex subunit 3	Integral membrane protein EMC3/TMCO1-like [PF01956.19]	ER membrane protein complex subunit 3	YES	True	False	False	K23564	kofam+xlsx		
gene_7023	tr|A0A1B7Y3K0|A0A1B7Y3K0_COLHI	D			Ima1 N-terminal domain [PF09779.12]	Ima1 N-terminal domain-containing protein	YES	True	False	False				
gene_7036	tr|A0A1B7Y586|A0A1B7Y586_COLHI	D			Glycosyl transferase family 8 [PF01501.23]	Glycosyl transferase family 8	YES	True	False	True	K18819	kofam	2.4.1.123	kofam/xlsx->KEGG
gene_7041	tr|H1UZT4|H1UZT4_COLHI	C	K02867	large subunit ribosomal protein L11	Ribosomal protein L11, RNA binding domain [PF00298.22]; Ribosomal protein L11, N-terminal domain [PF03946.17]	Large ribosomal subunit protein uL11m	YES	True	False	True	K02867	kofam+xlsx		
gene_7125	tr|A0A1B7YWH8|A0A1B7YWH8_COLHI	E				Vitamin H transporter	YES	True	False	True	K08192	kofam		
gene_7186	tr|A0A1B7YWU2|A0A1B7YWU2_COLHI	C	K14209	solute carrier family 36 (proton-coupled amino acid transporter)	Transmembrane amino acid transporter protein [PF01490.21]	Transmembrane amino acid transporter	YES	True	False	True	K14209	kofam+xlsx		
gene_7191	tr|A0A1B7XUE0|A0A1B7XUE0_COLHI	D			Ion channel regulatory protein UNC-93 [PF05978.19]; Major Facilitator Superfamily [PF07690.19]	Major facilitator superfamily transporter	YES	True	False	False				
gene_7309	tr|H1VMY0|H1VMY0_COLHI	D			Lipase (class 3) [PF01764.28]	Lipase	YES	True	False	True				
gene_7316	tr|A0A1B7YSW8|A0A1B7YSW8_COLHI	C	K05349	beta-glucosidase [EC:3.2.1.21]	Glycosyl hydrolase family 3 N terminal domain [PF00933.24]; Glycosyl hydrolase family 3 C-terminal domain [PF01915.25]; Fibronectin type III-like domain [PF14310.9]	Beta-glucosidase cel3A	YES	True	False	False	K05349	kofam+xlsx	3.2.1.21	kofam/xlsx->KEGG
gene_7512	tr|A0A1B7Y4R8|A0A1B7Y4R8_COLHI	C	K15920	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	Glycosyl hydrolase family 3 N terminal domain [PF00933.24]; Glycosyl hydrolase family 3 C-terminal domain [PF01915.25]; Fibronectin type III-like domain [PF14310.9]	xylan 1,4-beta-xylosidase	YES	True	False	False	K05349;K15920	kofam+xlsx	3.2.1.21;3.2.1.37	kofam/xlsx->KEGG
gene_7548	tr|A0A1B7YU24|A0A1B7YU24_COLHI	C	K17434	large subunit ribosomal protein L53	39S ribosomal protein L53/MRP-L53 [PF10780.12]	Large ribosomal subunit protein mL53	YES	True	False	True	K17434	kofam+xlsx		
gene_756	tr|A0A1B7XT86|A0A1B7XT86_COLHI	E				Nipped-B-like protein B	YES	True	False	False				
gene_757	tr|H1VWI8|H1VWI8_COLHI	C	K13125	nitric oxide synthase-interacting protein	Zinc-finger of nitric oxide synthase-interacting protein [PF15906.8]; Rtf2 RING-finger [PF04641.15]	Nitric oxide synthase-interacting protein-like protein	YES	True	False	True	K13125	kofam+xlsx		
gene_7589	tr|H1V3C3|H1V3C3_COLHI	C	K14960	COMPASS component SPP1	PHD-finger [PF00628.32]	PHD-finger domain-containing protein	YES	True	False	False	K14960	xlsx		
gene_7658	tr|H1V900|H1V900_COLHI	C	K02996	small subunit ribosomal protein S9	Ribosomal protein S9/S16 [PF00380.22]	Small ribosomal subunit protein uS9m	YES	True	False	False	K02996	kofam+xlsx		
gene_7776	tr|A0A1B7YAV3|A0A1B7YAV3_COLHI	D			Lysine methyltransferase [PF10294.12]	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	YES	True	False	False				
gene_7867	tr|A0A1B7XT03|A0A1B7XT03_COLHI	D			Fungal specific transcription factor domain [PF04082.21]	Fungal specific transcription factor domain-containing protein	YES	True	False	True				
gene_8032	tr|H1V2R9|H1V2R9_COLHI	C	K02269	cytochrome c oxidase subunit 7		Cytochrome c oxidase subunit 9, mitochondrial	YES	True	True	True	K02269	kofam+xlsx		
gene_8038	tr|A0A1B7YP43|A0A1B7YP43_COLHI	C	K02320	DNA polymerase alpha subunit A [EC:2.7.7.7]	DNA polymerase family B [PF00136.24]; DNA Polymerase alpha zinc finger [PF08996.13]; DNA polymerase family B, exonuclease domain [PF03104.22]; DNA polymerase alpha subunit p180 N terminal [PF12254.11]	DNA polymerase	YES	True	False	False	K02320	kofam+xlsx	2.7.7.7	kofam/xlsx->KEGG
gene_8039	tr|H1V0J4|H1V0J4_COLHI	E				ribonuclease T1	YES	True	False	True				
gene_8108	tr|A0A1B7YGW0|A0A1B7YGW0_COLHI	D			Aldo/keto reductase family [PF00248.24]; Endoribonuclease L-PSP [PF01042.24]	Aldo/keto reductase	YES	True	False	False				
gene_8141	tr|H1VHH9|H1VHH9_COLHI	C	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]	threonine--tRNA ligase	YES	True	False	True	K01868	kofam+xlsx	6.1.1.3	kofam/xlsx->KEGG
gene_8170	tr|A0A1B7YG42|A0A1B7YG42_COLHI	C	K15407	queuine tRNA-ribosyltransferase accessory subunit	Queuine tRNA-ribosyltransferase [PF01702.21]	Queuine tRNA-ribosyltransferase accessory subunit 2	YES	True	False	True	K15407	kofam+xlsx		
gene_8188	tr|H1V7P8|H1V7P8_COLHI	E				Integral membrane protein	YES	True	False	False				
gene_8281	tr|H1V922|H1V922_COLHI	D			short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	Short-chain dehydrogenase/reductase family Oxidoreductase	YES	True	False	True				
gene_8283	tr|H1VBW9|H1VBW9_COLHI	D			Fungal trichothecene efflux pump (TRI12) [PF06609.16]; Flavoprotein [PF02441.22]; Major Facilitator Superfamily [PF07690.19]; Sugar (and other) transporter [PF00083.27]	Major facilitator superfamily transporter	YES	True	False	False				
gene_8313	tr|H1UWY7|H1UWY7_COLHI	D			DENN (AEX-3) domain [PF02141.24]	DENN domain-containing protein	YES	True	False	True				
gene_8475	tr|H1VYH4|H1VYH4_COLHI	C	K20205	manganese peroxidase [EC:1.11.1.13]	Peroxidase [PF00141.26]	Peroxidase	YES	True	False	True	K20205	kofam+xlsx	1.11.1.13	kofam/xlsx->KEGG
gene_854	tr|A0A1B7YBA7|A0A1B7YBA7_COLHI	D			Ubiquitin carboxyl-terminal hydrolase [PF00443.32]; Ubiquitin carboxyl-terminal hydrolase [PF13423.9]	Ubiquitin carboxyl-terminal hydrolase	YES	True	False	True				
gene_2927	tr|H1VZ07|H1VZ07_COLHI	D			Mitochondrial inner-membrane-bound regulator [PF14611.9]	Uncharacterized protein	YES	False	False	True				
gene_8736	tr|A0A1B7Y2I8|A0A1B7Y2I8_COLHI	D			Carboxylesterase family [PF00135.31]; BD-FAE [PF20434.1]; alpha/beta hydrolase fold [PF07859.16]	Carboxylesterase	YES	True	False	False				
gene_8771	tr|A0A1B7YHD0|A0A1B7YHD0_COLHI	D			Metallo-beta-lactamase superfamily [PF00753.30]	Metallo-beta-lactamase superfamily protein	YES	True	False	True				
gene_8864	tr|A0A1B7YRD9|A0A1B7YRD9_COLHI	D			Isoprenylcysteine carboxyl methyltransferase (ICMT) family [PF04140.17]; Phospholipid methyltransferase [PF04191.16]	Protein-S-isoprenylcysteine O-methyltransferase	YES	True	False	True				
gene_8875	tr|A0A1B7Y4S5|A0A1B7Y4S5_COLHI	D			short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	3-ketoacyl-CoA reductase	YES	True	False	True				
gene_8927	tr|H1V444|H1V444_COLHI	D			Survival motor neuron (SMN) interacting protein 1 (SIP1) [PF04938.15]	V-SNARE	YES	True	False	False				
gene_9019	tr|A0A1B7Y6W6|A0A1B7Y6W6_COLHI	D			zinc-RING finger domain [PF14634.9]; zinc finger of C3HC4-type, RING [PF15227.9]; Zinc finger, C3HC4 type (RING finger) [PF00097.28]	Ring-15 protein	YES	True	False	False	K26979	kofam	2.3.2.27	kofam/xlsx->KEGG
gene_9056	tr|H1V0C7|H1V0C7_COLHI	C	K07300	Ca2+:H+ antiporter	Sodium/calcium exchanger protein [PF01699.27]	Calcium/proton exchanger	YES	True	False	True	K07300	kofam+xlsx		
gene_7791	tr|H1W0I1|H1W0I1_COLHI	D			Mitochondrial protein from FMP27 [PF10344.12]; RNA pol II promoter Fmp27 protein domain [PF10359.12]; Golgi-body localisation protein domain [PF10351.12]; Domain of unknown function (DUF2405) [PF10293.12]; RNA pol II promoter Fmp27 protein domain [PF10305.12]; RNA pol II promoter Fmp27 protein domain [PF10347.12]	Uncharacterized protein	YES	False	False	True				
gene_9106	tr|A0A1B7Y9J7|A0A1B7Y9J7_COLHI	D			Tryptophan dimethylallyltransferase [PF11991.11]	Aromatic prenyltransferase	YES	True	False	True				
gene_9207	tr|H1UYR7|H1UYR7_COLHI	E				AAA family ATPase	YES	True	False	True				
gene_9291	tr|A0A1B7Y901|A0A1B7Y901_COLHI	C	K14829	pre-rRNA-processing protein IPI3	Neurobeachin beta propeller domain [PF20426.1]	Pre-rRNA-processing protein IPI3	YES	True	False	True	K14829	kofam+xlsx		
gene_9478	tr|H1VZN4|H1VZN4_COLHI	D			Hydrophobic surface binding protein A [PF12296.11]	Cell wall protein	YES	True	False	False				
gene_9799	tr|H1UW66|H1UW66_COLHI	C	K09659	dolichol-phosphate mannosyltransferase subunit 3	Dolichol-phosphate mannosyltransferase subunit 3 (DPM3) [PF08285.14]	Dolichol-phosphate mannosyltransferase subunit 3	YES	True	True	False	K09659	kofam+xlsx		
gene_9846	tr|A0A1B7YC91|A0A1B7YC91_COLHI	E				Integral membrane protein	YES	True	False	False				
gene_5176	tr|A0A1B7YQC6|A0A1B7YQC6_COLHI	C	K21618	(R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40]	FAD linked oxidases, C-terminal domain [PF02913.22]; FAD binding domain [PF01565.26]	D-2-hydroxyglutarate dehydrogenase, mitochondrial	YES	False	True	True	K21618	kofam+xlsx	1.1.99.40	kofam/xlsx->KEGG
gene_10560	tr|A0A1B7XUJ2|A0A1B7XUJ2_COLHI	C	K11517	(S)-2-hydroxy-acid oxidase [EC:1.1.3.15]	FMN-dependent dehydrogenase [PF01070.21]; Conserved region in glutamate synthase [PF01645.20]; Nitronate monooxygenase [PF03060.18]; IMP dehydrogenase / GMP reductase domain [PF00478.28]	FMN-dependent dehydrogenase	YES	False	False	True	K11517	kofam+xlsx	1.1.3.15	kofam/xlsx->KEGG
gene_12395	tr|H1VR73|H1VR73_COLHI	C	K11427	[histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360]	Histone methylation protein DOT1 [PF08123.16]	Histone-lysine N-methyltransferase, H3 lysine-79 specific	YES	False	False	True	K11427	kofam+xlsx	2.1.1.360	kofam/xlsx->KEGG
gene_3978	tr|A0A1B7YH69|A0A1B7YH69_COLHI	C	K11446	[histone H3]-trimethyl-L-lysine4 demethylase [EC:1.14.11.67]	PLU-1-like protein [PF08429.14]; JmjC domain, hydroxylase [PF02373.25]; ARID/BRIGHT DNA binding domain [PF01388.24]; jmjN domain [PF02375.20]; PHD-finger [PF00628.32]; C5HC2 zinc finger [PF02928.19]	PLU-1-like protein	YES	False	False	True	K11446	kofam+xlsx	1.14.11.67	kofam/xlsx->KEGG
gene_7944	tr|A0A1B7YP92|A0A1B7YP92_COLHI	C	K08967	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	ARD/ARD' family [PF03079.17]	Acireductone dioxygenase	YES	False	True	True	K08967	kofam+xlsx	1.13.11.53;1.13.11.54	kofam/xlsx->KEGG
gene_3539	tr|A0A1B7XZM4|A0A1B7XZM4_COLHI	C	K00706	1,3-beta-glucan synthase [EC:2.4.1.34]	1,3-beta-glucan synthase component [PF02364.18]; 1,3-beta-glucan synthase subunit FKS1, domain-1 [PF14288.9]	1,3-beta-glucan synthase	YES	False	True	True	K00706	kofam+xlsx	2.4.1.34	kofam/xlsx->KEGG
gene_10783	tr|A0A1B7Y2C1|A0A1B7Y2C1_COLHI	C	K22832	1,3-beta-glucanosyltransferase GAS1 [EC:2.4.1.-]	Glucanosyltransferase [PF03198.17]; Glycosyl hydrolases family 2, TIM barrel domain [PF02836.20]	1,3-beta-glucanosyltransferase	YES	False	False	True	K22832	kofam+xlsx	2.4.1.-	kofam/xlsx->KEGG
gene_2303	tr|A0A1B7XX19|A0A1B7XX19_COLHI	C	K22832	1,3-beta-glucanosyltransferase GAS1 [EC:2.4.1.-]	Glucanosyltransferase [PF03198.17]; X8 domain [PF07983.16]	1,3-beta-glucanosyltransferase	YES	False	True	True	K22832	kofam+xlsx	2.4.1.-	kofam/xlsx->KEGG
gene_3298	tr|A0A1B7XX19|A0A1B7XX19_COLHI	C	K22832	1,3-beta-glucanosyltransferase GAS1 [EC:2.4.1.-]	Glucanosyltransferase [PF03198.17]; X8 domain [PF07983.16]	1,3-beta-glucanosyltransferase	YES	False	True	True	K22832	kofam+xlsx	2.4.1.-	kofam/xlsx->KEGG
gene_10353	tr|H1VLX9|H1VLX9_COLHI	C	K22834	1,3-beta-glucanosyltransferase GAS3 [EC:2.4.1.-]	Glucanosyltransferase [PF03198.17]	1,3-beta-glucanosyltransferase	YES	False	True	True	K22834	kofam+xlsx	2.4.1.-	kofam/xlsx->KEGG
gene_10989	tr|H1VQQ0|H1VQQ0_COLHI	C	K22836	1,3-beta-glucanosyltransferase GAS5 [EC:2.4.1.-]	Glucanosyltransferase [PF03198.17]	1,3-beta-glucanosyltransferase	YES	False	True	True	K22836	kofam+xlsx	2.4.1.-	kofam/xlsx->KEGG
gene_516	tr|A0A1B7XUY0|A0A1B7XUY0_COLHI	C	K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	Alpha amylase, catalytic domain [PF00128.27]; Alpha amylase, C-terminal all-beta domain [PF02806.21]; Carbohydrate-binding module 48 (Isoamylase N-terminal domain) [PF02922.21]	1,4-alpha-glucan-branching enzyme	YES	False	True	True	K00700	kofam+xlsx	2.4.1.18	kofam/xlsx->KEGG
gene_7592	tr|A0A1B7YD69|A0A1B7YD69_COLHI	C	K12852	116 kDa U5 small nuclear ribonucleoprotein component	Elongation factor Tu GTP binding domain [PF00009.30]; 116 kDa U5 small nuclear ribonucleoprotein component N-terminus [PF16004.8]; Elongation factor G, domain IV [PF03764.21]; Elongation factor G C-terminus [PF00679.27]; Elongation Factor G, domain III [PF14492.9]; Elongation factor Tu domain 2 [PF03144.28]	116 kDa U5 small nuclear ribonucleoprotein component	YES	False	False	True	K12852	kofam+xlsx		
gene_12609	tr|A0A1B7YUT1|A0A1B7YUT1_COLHI	C	K06630	14-3-3 protein epsilon	14-3-3 protein [PF00244.23]	14-3-3 protein	YES	False	False	True	K06630	kofam+xlsx		
gene_1331	tr|H1V5L5|H1V5L5_COLHI	C	K06630	14-3-3 protein epsilon	14-3-3 protein [PF00244.23]	14-3-3 family protein	YES	False	False	True	K06630	kofam+xlsx		
gene_10038	tr|A0A1B7Y9P8|A0A1B7Y9P8_COLHI	C	K17841	15-cis-phytoene synthase / lycopene beta-cyclase [EC:2.5.1.32 5.5.1.19]	Squalene/phytoene synthase [PF00494.22]; Lycopene cyclase [PF18916.3]	Bifunctional lycopene cyclase/phytoene synthase	YES	False	False	True	K02291;K17841	kofam+xlsx	2.5.1.32;5.5.1.19	kofam/xlsx->KEGG
gene_5506	tr|H1UWZ2|H1UWZ2_COLHI	C	K10251	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	Very-long-chain 3-oxoacyl-CoA reductase	YES	False	True	True	K10251	xlsx	1.1.1.330;1.1.1.62	kofam/xlsx->KEGG
gene_6930	tr|H1W126|H1W126_COLHI	C	K19306	18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309]	Methyltransferase involved in Williams-Beuren syndrome [PF12589.11]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13489.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08242.15]; Methyltransferase domain [PF13847.9]	Methyltransferase	YES	False	False	True	K19306	kofam+xlsx	2.1.1.309	kofam/xlsx->KEGG
gene_4408	tr|A0A1B7XW22|A0A1B7XW22_COLHI	C	K22831	1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]	Acyltransferase [PF01553.24]	Acyltransferase	YES	False	True	True	K22831	kofam+xlsx	2.3.1.51	kofam/xlsx->KEGG
gene_2176	tr|A0A1B7YN86|A0A1B7YN86_COLHI	C	K01505	1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]	Pyridoxal-phosphate dependent enzyme [PF00291.28]	1-aminocyclopropane-1-carboxylate deaminase	YES	False	False	True	K01505	kofam+xlsx	3.5.99.7	kofam/xlsx->KEGG
gene_11942	tr|H1VFJ0|H1VFJ0_COLHI	C	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	Aldo/keto reductase family [PF00248.24]	Aldo-keto reductase	YES	False	True	True	K23107	kofam+xlsx	1.1.-.-	kofam/xlsx->KEGG
gene_12938	tr|A0A1B7Y383|A0A1B7Y383_COLHI	C	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	Aldo/keto reductase family [PF00248.24]	Voltage-gated potassium channel subunit beta-2	YES	False	False	True	K23107	kofam+xlsx	1.1.-.-	kofam/xlsx->KEGG
gene_1976	tr|H1V9R7|H1V9R7_COLHI	C	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	Carboxylesterase family [PF00135.31]; Aldo/keto reductase family [PF00248.24]; BD-FAE [PF20434.1]; alpha/beta hydrolase fold [PF07859.16]	Aldo/keto reductase	YES	False	False	True	K23107	kofam+xlsx	1.1.-.-	kofam/xlsx->KEGG
gene_4246	tr|H1VMX3|H1VMX3_COLHI	C	K01771	1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	Phosphatidylinositol-specific phospholipase C, X domain [PF00388.22]	Phosphatidylinositol-specific phospholipase C	YES	False	False	True	K01771	kofam+xlsx	4.6.1.13	kofam/xlsx->KEGG
gene_4919	tr|A0A1B7YAS6|A0A1B7YAS6_COLHI	C	K01771	1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	Phosphatidylinositol-specific phospholipase C, X domain [PF00388.22]	Phosphatidylinositol-specific phospholipase C	YES	False	False	True	K01771	kofam+xlsx	4.6.1.13	kofam/xlsx->KEGG
gene_11614	tr|A0A1B7YEB0|A0A1B7YEB0_COLHI	C	K00921	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	TCP-1/cpn60 chaperonin family [PF00118.27]; Phosphatidylinositol-4-phosphate 5-Kinase [PF01504.21]; FYVE zinc finger [PF01363.24]	1-phosphatidylinositol-3-phosphate 5-kinase	YES	False	True	True	K00921	kofam+xlsx	2.7.1.150	kofam/xlsx->KEGG
gene_8915	tr|H1W2T7|H1W2T7_COLHI	C	K00889	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	Phosphatidylinositol-4-phosphate 5-Kinase [PF01504.21]	1-phosphatidylinositol-4-phosphate 5-kinase	YES	False	True	True	K00889	kofam+xlsx	2.7.1.68	kofam/xlsx->KEGG
gene_2608	tr|H1VKJ2|H1VKJ2_COLHI	C	K00294	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	PhoD related phosphatase [PF19050.3]; Aldehyde dehydrogenase family [PF00171.25]; PhoD-like phosphatase [PF09423.13]	Transcription factor	YES	False	True	True	K00294	kofam+xlsx	1.2.1.88	kofam/xlsx->KEGG
gene_9718	tr|H1VH99|H1VH99_COLHI	C	K07561	2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]	Putative diphthamide synthesis protein [PF01866.20]; Aldose 1-epimerase [PF01263.23]	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	YES	False	False	True	K01785;K07561	kofam+xlsx	2.5.1.108;5.1.3.3	kofam/xlsx->KEGG
gene_12325	tr|A0A1B7YVW2|A0A1B7YVW2_COLHI	C	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	BPG-independent PGAM N-terminus (iPGM_N) [PF06415.16]; Metalloenzyme superfamily [PF01676.21]	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	YES	False	True	True	K15633	kofam+xlsx	5.4.2.12	kofam/xlsx->KEGG
gene_2434	tr|A0A1B7XZC4|A0A1B7XZC4_COLHI	C	K13237	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal [EC:1.3.1.124]	Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]; Polysaccharide biosynthesis protein [PF02719.18]	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	YES	False	True	True	K13237	kofam+xlsx	1.3.1.124	kofam/xlsx->KEGG
gene_11641	tr|H1VDN6|H1VDN6_COLHI	C	K02730	20S proteasome subunit alpha 1 [EC:3.4.25.1]	Proteasome subunit [PF00227.29]; Proteasome subunit A N-terminal signature [PF10584.12]	Proteasome A-type and B-type	YES	False	False	True	K02730	kofam+xlsx	3.4.25.1	kofam/xlsx->KEGG
gene_5838	tr|A0A1B7Y1Q7|A0A1B7Y1Q7_COLHI	C	K02726	20S proteasome subunit alpha 2 [EC:3.4.25.1]	Proteasome subunit [PF00227.29]; Proteasome subunit A N-terminal signature [PF10584.12]	Proteasome subunit alpha type-2	YES	False	False	True	K02726	kofam+xlsx	3.4.25.1	kofam/xlsx->KEGG
gene_7562	tr|H1V645|H1V645_COLHI	C	K02728	20S proteasome subunit alpha 3 [EC:3.4.25.1]	Proteasome subunit [PF00227.29]; Proteasome subunit A N-terminal signature [PF10584.12]	Proteasome subunit alpha type	YES	False	False	True	K02728	kofam+xlsx	3.4.25.1	kofam/xlsx->KEGG
