gene	ko	ko_source	ec
S1_only_classu|MSTRG.5144.1.p1	K11870	kofam	3.4.19.12
S1_only_classu|MSTRG.5145.1.p1	K13110	kofam	
S1_only_classu|MSTRG.5146.1.p1	K02321	kofam	
S1_only_classu|MSTRG.5146.1.p2	K13110	kofam	
S1_only_classu|MSTRG.5149.1.p1	K15202	kofam	
S1_only_classu|MSTRG.515.2.p1	K20295	kofam	
S1_only_classu|MSTRG.5151.1.p1	K01581	kofam	4.1.1.17
S1_only_classu|MSTRG.5157.1.p1	K26808	kofam	
S1_only_classu|MSTRG.5178.1.p1	K15082	kofam	
S1_only_classu|MSTRG.5178.1.p2	K20028	kofam	2.3.1.225
S1_only_classu|MSTRG.5191.1.p1	K02328	kofam	
S1_only_classu|MSTRG.5192.1.p1	K11501	kofam	
S1_only_classu|MSTRG.5192.1.p2	K12608	kofam	
S1_only_classu|MSTRG.5200.1.p1	K00869;K05955	kofam	2.5.1.58;2.5.1.59;2.7.1.36
S1_only_classu|MSTRG.5348.1.p1	K07168	kofam	
S1_only_classu|MSTRG.5368.1.p1	K14708	kofam	
S1_only_classu|MSTRG.5405.1.p1	K20523	kofam	
S1_only_classu|MSTRG.5427.1.p1	K05925	kofam	2.1.1.348
S1_only_classu|MSTRG.5448.1.p1	K00111	kofam	1.1.5.3
S1_only_classu|MSTRG.5517.1.p1	K14684	kofam	
S1_only_classu|MSTRG.5549.1.p3	K14686	kofam	
S1_only_classu|MSTRG.5554.1.p1	K12183	kofam	
S1_only_classu|MSTRG.5567.1.p1	K09250	kofam	
S1_only_classu|MSTRG.5645.1.p2	K01046	kofam	3.1.1.3
S1_only_classu|MSTRG.5678.1.p1	K00661	kofam	2.3.1.79
S1_only_classu|MSTRG.5692.1.p1	K25817	kofam	
S1_only_classu|MSTRG.571.1.p1	K20303	kofam	
S1_only_classu|MSTRG.5768.1.p1	K00698	kofam	2.4.1.16
S1_only_classu|MSTRG.5768.1.p3	K10579	kofam	2.3.2.34
S1_only_classu|MSTRG.5768.2.p1	K00698	kofam	2.4.1.16
S1_only_classu|MSTRG.5768.2.p3	K10579	kofam	2.3.2.34
S1_only_classu|MSTRG.5813.1.p1	K03013	kofam	
S1_only_classu|MSTRG.5847.1.p1	K17679	kofam	5.6.2.7
S1_only_classu|MSTRG.5847.1.p2	K13341	kofam	
S1_only_classu|MSTRG.59.1.p1	K03358	kofam	
S1_only_classu|MSTRG.5909.1.p1	K23801	kofam	
S1_only_classu|MSTRG.5909.1.p2	K00626	kofam	2.3.1.9
S1_only_classu|MSTRG.5920.1.p1	K09184	kofam	
S1_only_classu|MSTRG.5951.2.p1	K02180	kofam	
S1_only_classu|MSTRG.5972.1.p1	K11672	kofam	
S1_only_classu|MSTRG.5974.1.p1	K11667	kofam	
S1_only_classu|MSTRG.5974.1.p3	K26683	kofam	
S1_only_classu|MSTRG.5997.1.p1	K03686	kofam	
S1_only_classu|MSTRG.6031.1.p1	K02729	kofam	3.4.25.1
S1_only_classu|MSTRG.6035.1.p1	K11885	kofam	3.4.23.-
S1_only_classu|MSTRG.6062.1.p1	K20523	kofam	
S1_only_classu|MSTRG.6077.2.p1	K03347	kofam	
S1_only_classu|MSTRG.6094.1.p1	K14327	kofam	
S1_only_classu|MSTRG.6143.1.p1	K14376	kofam	2.7.7.19
S1_only_classu|MSTRG.615.1.p1	K23553	kofam	
S1_only_classu|MSTRG.6156.1.p1	K01939	kofam	6.3.4.4
S1_only_classu|MSTRG.6173.1.p1	K01886	kofam	6.1.1.18
S1_only_classu|MSTRG.6245.1.p2	K05994	kofam	3.4.11.10
S1_only_classu|MSTRG.6252.1.p1	K22134	kofam	
S1_only_classu|MSTRG.629.1.p2	K13237	kofam	1.3.1.124
S1_only_classu|MSTRG.6298.1.p1	K01940	kofam	6.3.4.5
S1_only_classu|MSTRG.6333.1.p1	K12481	kofam	
S1_only_classu|MSTRG.6336.1.p2	K05972	kofam	3.1.1.72
S1_only_classu|MSTRG.6337.1.p1	K00799	kofam	2.5.1.18
S1_only_classu|MSTRG.6362.1.p1	K05349	kofam	3.2.1.21
S1_only_classu|MSTRG.6463.1.p1	K03846	kofam	2.4.1.259;2.4.1.261
S1_only_classu|MSTRG.6479.1.p1	K17807	kofam	
S1_only_classu|MSTRG.648.1.p1	K17893	kofam	1.10.3.11
S1_only_classu|MSTRG.648.2.p1	K17893	kofam	1.10.3.11
S1_only_classu|MSTRG.6497.1.p1	K21451	kofam	
S1_only_classu|MSTRG.6513.1.p1	K16261	kofam	
S1_only_classu|MSTRG.6516.1.p1	K14338	kofam	1.14.14.1;1.6.2.4
S1_only_classu|MSTRG.6518.1.p1	K00844	kofam	2.7.1.1
S1_only_classu|MSTRG.655.1.p1	K08991	kofam	3.1.22.-
S1_only_classu|MSTRG.655.1.p2	K00793	kofam	2.5.1.9
S1_only_classu|MSTRG.6552.1.p1	K00344	kofam	1.6.5.5
S1_only_classu|MSTRG.6579.1.p1	K08192	kofam	
S1_only_classu|MSTRG.6589.1.p1	K12346	kofam	
S1_only_classu|MSTRG.6609.1.p2	K02738	kofam	3.4.25.1
S1_only_classu|MSTRG.6609.1.p3	K17891	kofam	1.8.3.2
S1_only_classu|MSTRG.6609.1.p5	K01529	kofam	3.6.1.73
S1_only_classu|MSTRG.6646.1.p1	K19305	kofam	3.4.24.39
S1_only_classu|MSTRG.6649.1.p1	K19356	kofam	1.14.99.54
S1_only_classu|MSTRG.668.1.p1	K03320	kofam	
S1_only_classu|MSTRG.6716.1.p1	K18715	kofam	
S1_only_classu|MSTRG.6830.1.p1	K22745	kofam	
S1_only_classu|MSTRG.6832.2.p1	K10862	kofam	3.1.4.-
S1_only_classu|MSTRG.6844.1.p1	K03164	kofam	5.6.2.2
S1_only_classu|MSTRG.6844.1.p6	K01673	kofam	4.2.1.1
S1_only_classu|MSTRG.685.1.p1	K02326	kofam	2.7.7.7
S1_only_classu|MSTRG.6858.1.p1	K00459	kofam	1.13.12.16
S1_only_classu|MSTRG.6861.1.p1	K12769	kofam	
S1_only_classu|MSTRG.6872.1.p1	K12275	kofam	
S1_only_classu|MSTRG.6954.1.p1	K12879	kofam	
S1_only_classu|MSTRG.6955.1.p1	K00641	kofam	2.3.1.31;2.3.1.46
S1_only_classu|MSTRG.7061.1.p1	K20794	kofam	2.3.1.257
S1_only_classu|MSTRG.709.1.p1	K00294	kofam	1.2.1.88
S1_only_classu|MSTRG.7132.1.p1	K02994	kofam	
S1_only_classu|MSTRG.7154.1.p1	K05291	kofam	
S1_only_classu|MSTRG.716.1.p1	K01512	kofam	3.6.1.7
S1_only_classu|MSTRG.719.1.p1	K23905	kofam	
S1_only_classu|MSTRG.7222.1.p1	K04797	kofam	
S1_only_classu|MSTRG.7223.1.p1	K26400	kofam	4.2.1.118
S1_only_classu|MSTRG.7283.1.p1	K11396	kofam	
S1_only_classu|MSTRG.7331.1.p1	K01318	kofam	3.4.21.19
S1_only_classu|MSTRG.7391.1.p1	K02138;K03626	kofam	
S1_only_classu|MSTRG.7401.1.p1	K07126	kofam	
S1_only_classu|MSTRG.7401.2.p1	K07126	kofam	
S1_only_classu|MSTRG.7430.1.p1	K23678	kofam	
S1_only_classu|MSTRG.746.1.p1	K01771	kofam	4.6.1.13
S1_only_classu|MSTRG.7488.1.p1	K01937	kofam	6.3.4.2
S1_only_classu|MSTRG.7488.1.p2	K01439	kofam	3.5.1.18
S1_only_classu|MSTRG.749.1.p1	K00789	kofam	2.5.1.6
S1_only_classu|MSTRG.75.1.p2	K10842	kofam	
S1_only_classu|MSTRG.75.1.p3	K25866	kofam	
S1_only_classu|MSTRG.7540.1.p1	K01803	kofam	5.3.1.1
S1_only_classu|MSTRG.7549.1.p1	K06689	kofam	2.3.2.23
S1_only_classu|MSTRG.7556.1.p1	K14007	kofam	
S1_only_classu|MSTRG.7556.2.p1	K14007	kofam	
S1_only_classu|MSTRG.758.1.p1	K00295	kofam	1.5.1.15
S1_only_classu|MSTRG.759.1.p1	K15075	kofam	
S1_only_classu|MSTRG.7604.1.p2	K03146	kofam	2.4.2.60
S1_only_classu|MSTRG.7650.1.p1	K08073	kofam	2.7.1.78;3.1.3.32
S1_only_classu|MSTRG.7650.2.p1	K08073	kofam	2.7.1.78;3.1.3.32
S1_only_classu|MSTRG.7728.1.p1	K11121	kofam	2.3.1.286
S1_only_classu|MSTRG.7742.1.p1	K18123	kofam	4.1.3.16
S1_only_classu|MSTRG.7759.1.p1	K02309	kofam	
S1_only_classu|MSTRG.7761.1.p1	K10576	kofam	2.3.2.23
S1_only_classu|MSTRG.7765.1.p1	K01262;K18573	kofam	3.4.11.26;3.4.11.9
S1_only_classu|MSTRG.7791.1.p1	K22736	kofam	
S1_only_classu|MSTRG.7806.1.p1	K08900	kofam	
S1_only_classu|MSTRG.7808.1.p2	K25178	kofam	
S1_only_classu|MSTRG.7829.1.p1	K12606	kofam	
S1_only_classu|MSTRG.7849.1.p2	K00390	kofam	1.8.4.10;1.8.4.8
S1_only_classu|MSTRG.7918.1.p3	K18182	kofam	
S1_only_classu|MSTRG.7919.1.p1	K21751	kofam	
S1_only_classu|MSTRG.7972.1.p1	K01164	kofam	3.1.26.5
S1_only_classu|MSTRG.7980.1.p1	K10706	kofam	5.6.2.3;5.6.2.5
S1_only_classu|MSTRG.7994.1.p1	K03681	kofam	
S1_only_classu|MSTRG.8015.1.p1	K17738	kofam	1.1.1.250
S1_only_classu|MSTRG.8025.1.p2	K06133	kofam	2.7.8.-
S1_only_classu|MSTRG.8062.1.p1	K25656	kofam	
S1_only_classu|MSTRG.8107.1.p1	K08869	kofam	
S1_only_classu|MSTRG.8167.1.p1	K02150	kofam	
S1_only_classu|MSTRG.8219.1.p2	K00850	kofam	2.7.1.11
S1_only_classu|MSTRG.8219.1.p3	K15134	kofam	
S1_only_classu|MSTRG.8266.1.p1	K03263	kofam	
S1_only_classu|MSTRG.8290.1.p1	K26089	kofam	
S1_only_classu|MSTRG.8297.1.p1	K08832	kofam	2.7.11.1
S1_only_classu|MSTRG.8357.1.p1	K01694;K01695;K01696	kofam	4.2.1.20
S1_only_classu|MSTRG.8357.1.p5	K02902	kofam	
S1_only_classu|MSTRG.8369.1.p1	K13179	kofam	5.6.2.7
S1_only_classu|MSTRG.8411.1.p1	K01647	kofam	2.3.3.1
S1_only_classu|MSTRG.8480.1.p1	K00900	kofam	2.7.1.105
S1_only_classu|MSTRG.8484.1.p1	K03469;K15442	kofam	3.1.26.4
S1_only_classu|MSTRG.8485.1.p1	K24160	kofam	
S1_only_classu|MSTRG.8488.1.p1	K00264;K00265;K00266	kofam	1.4.1.13;1.4.1.14
S1_only_classu|MSTRG.8513.1.p2	K08504	kofam	
S1_only_classu|MSTRG.8531.1.p4	K02877	kofam	
S1_only_classu|MSTRG.8540.1.p1	K12620	kofam	
S1_only_classu|MSTRG.8556.1.p1	K06653	kofam	
S1_only_classu|MSTRG.8563.1.p1	K00830	kofam	2.6.1.44;2.6.1.45;2.6.1.51
S1_only_classu|MSTRG.8569.1.p1	K14290	kofam	
S1_only_classu|MSTRG.8570.1.p1	K12589	kofam	
S1_only_classu|MSTRG.8570.1.p9	K08738	kofam	
S1_only_classu|MSTRG.8581.1.p1	K24730	kofam	
S1_only_classu|MSTRG.8600.1.p1	K03144	kofam	
S1_only_classu|MSTRG.8646.1.p1	K20289	kofam	
S1_only_classu|MSTRG.8646.1.p2	K02863	kofam	
S1_only_classu|MSTRG.8699.1.p2	K05019	kofam	
S1_only_classu|MSTRG.8752.1.p1	K01883	kofam	6.1.1.16
S1_only_classu|MSTRG.8830.1.p1	K08064	kofam	
S1_only_classu|MSTRG.8851.1.p1	K11369	kofam	
S1_only_classu|MSTRG.8886.1.p1	K15429	kofam	2.1.1.228
S1_only_classu|MSTRG.8953.1.p1	K07126	kofam	
S1_only_classu|MSTRG.9052.1.p1	K02555	kofam	3.1.3.48
S1_only_classu|MSTRG.9062.1.p1	K02111;K02132	kofam	7.1.2.2;7.2.2.1
S1_only_classu|MSTRG.9075.1.p1	K17742	kofam	1.1.1.289
S1_only_classu|MSTRG.9113.2.p3	K01051	kofam	3.1.1.11
S1_only_classu|MSTRG.9147.1.p1	K08257	kofam	3.2.1.101
S1_only_classu|MSTRG.9161.1.p2	K00615	kofam	2.2.1.1
S1_only_classu|MSTRG.9189.1.p1	K17617	kofam	3.1.3.16
S1_only_classu|MSTRG.9201.1.p1	K15115	kofam	
S1_only_classu|MSTRG.9210.1.p1	K12840	kofam	
S1_only_classu|MSTRG.9211.1.p1	K22133	kofam	6.2.1.8
S1_only_classu|MSTRG.9219.1.p1	K20457	kofam	6.3.2.12
S1_only_classu|MSTRG.9255.1.p1	K05884	kofam	1.1.1.337
S1_only_classu|MSTRG.9256.1.p1	K01756	kofam	4.3.2.2
S1_only_classu|MSTRG.9260.2.p1	K23319	kofam	1.14.14.-
S1_only_classu|MSTRG.9316.1.p1	K28035	kofam	2.7.11.1
S1_only_classu|MSTRG.9327.1.p1	K02889	kofam	
S1_only_classu|MSTRG.9356.1.p1	K20223	kofam	
S1_only_classu|MSTRG.9383.1.p2	K22315	kofam	3.1.3.37
S1_only_classu|MSTRG.9387.1.p1	K18726	kofam	
S1_only_classu|MSTRG.9390.1.p1	K12825	kofam	
S1_only_classu|MSTRG.9393.1.p1	K00728	kofam	2.4.1.109
S1_only_classu|MSTRG.9402.1.p1	K00065	kofam	1.1.1.127
S1_only_classu|MSTRG.9405.1.p1	K08490	kofam	
S1_only_classu|MSTRG.9407.1.p1	K11233	kofam	
S1_only_classu|MSTRG.9490.1.p1	K01230	kofam	3.2.1.113
S1_only_classu|MSTRG.9534.1.p1	K15371	kofam	1.4.1.2
S1_only_classu|MSTRG.9544.1.p1	K19841	kofam	
S1_only_classu|MSTRG.9568.1.p1	K19704	kofam	3.1.3.16
S1_only_classu|MSTRG.9568.2.p1	K19704	kofam	3.1.3.16
S1_only_classu|MSTRG.9612.1.p2	K02431	kofam	5.1.3.29
S1_only_classu|MSTRG.9651.1.p3	K02912	kofam	
S1_only_classu|MSTRG.9655.1.p1	K02871	kofam	
S1_only_classu|MSTRG.9657.1.p1	K12823	kofam	5.6.2.7
S1_only_classu|MSTRG.9665.1.p1	K01077	kofam	3.1.3.1
S1_only_classu|MSTRG.9669.1.p1	K21455	kofam	
S1_only_classu|MSTRG.9686.1.p3	K17362	kofam	3.1.2.-
S1_only_classu|MSTRG.972.1.p1	K00800;K01735;K13830	kofam	1.1.1.25;2.5.1.19;2.7.1.71;4.2.1.10;4.2.3.4
S1_only_classu|MSTRG.975.1.p1	K12843	kofam	
S1_only_classu|MSTRG.977.1.p1	K02999	kofam	2.7.7.6
S1_only_classu|MSTRG.9989.1.p1	K04708	kofam	1.1.1.102
S2_only_classu|MSTRG.1077.1.p1	K11370	kofam	
S2_only_classu|MSTRG.1078.1.p1	K11370	kofam	
S2_only_classu|MSTRG.1133.1.p1	K11361	kofam	
S2_only_classu|MSTRG.1280.1.p3	K22243	kofam	
S2_only_classu|MSTRG.136.1.p2	K04078	kofam	
S2_only_classu|MSTRG.1433.1.p1	K20224	kofam	
S2_only_classu|MSTRG.1706.1.p1	K19953	kofam	
S2_only_classu|MSTRG.1711.1.p3	K13280	kofam	3.4.21.89
S2_only_classu|MSTRG.1769.1.p1	K07497	kofam	
S2_only_classu|MSTRG.1906.1.p1	K16945	kofam	
S2_only_classu|MSTRG.2219.1.p1	K19356	kofam	1.14.99.54
S2_only_classu|MSTRG.2258.1.p1	K03362	kofam	
S2_only_classu|MSTRG.2322.1.p1	K17739	kofam	1.1.1.252
S2_only_classu|MSTRG.2443.1.p1	K14675	kofam	2.3.1.-;3.1.1.3
S2_only_classu|MSTRG.2501.1.p1	K01537	kofam	7.2.2.10
S2_only_classu|MSTRG.2501.1.p2	K20291	kofam	
S2_only_classu|MSTRG.2783.1.p1	K02918	kofam	
S2_only_classu|MSTRG.2790.1.p1	K01588;K01589;K11808	kofam	4.1.1.21;5.4.99.18;6.3.4.18
S2_only_classu|MSTRG.2807.1.p1	K10694	kofam	2.3.2.27
S2_only_classu|MSTRG.3850.1.p2	K03115	kofam	
S2_only_classu|MSTRG.3918.1.p1	K03424	kofam	3.1.21.-
S2_only_classu|MSTRG.405.1.p1	K14564	kofam	
S2_only_classu|MSTRG.4096.1.p1	K04739	kofam	
S2_only_classu|MSTRG.415.1.p1	K06675	kofam	
S2_only_classu|MSTRG.4348.1.p1	K06656	kofam	
S2_only_classu|MSTRG.4397.1.p1	K00166	kofam	1.2.4.4
S2_only_classu|MSTRG.4622.1.p1	K01424;K13278	kofam	3.1.1.47;3.1.1.5;3.5.1.1
S2_only_classu|MSTRG.4691.1.p3	K03259	kofam	
S2_only_classu|MSTRG.4851.1.p1	K12831	kofam	
S2_only_classu|MSTRG.4855.1.p1	K22952	kofam	4.1.99.24
S2_only_classu|MSTRG.508.1.p2	K03965	kofam	
S2_only_classu|MSTRG.5096.1.p1	K04348;K28606	kofam	1.1.1.10;3.1.3.16
S2_only_classu|MSTRG.510.1.p1	K12862	kofam	
S2_only_classu|MSTRG.5459.1.p1	K03441	kofam	
S2_only_classu|MSTRG.5503.1.p2	K17842	kofam	1.13.11.59
S2_only_classu|MSTRG.5891.1.p1	K22686	kofam	3.4.21.-
S2_only_classu|MSTRG.5895.1.p1	K11313	kofam	
S2_only_classu|MSTRG.6073.1.p1	K18551	kofam	3.1.3.-
S2_only_classu|MSTRG.6201.1.p1	K00737	kofam	2.4.1.144
S2_only_classu|MSTRG.6392.1.p1	K23785	kofam	2.7.11.1
S2_only_classu|MSTRG.6665.1.p1	K20307	kofam	
S2_only_classu|MSTRG.7163.1.p2	K25010	kofam	3.1.1.117
S2_only_classu|MSTRG.7195.1.p1	K08737	kofam	
S2_only_classu|MSTRG.7349.1.p1	K00549	kofam	2.1.1.14
S2_only_classu|MSTRG.736.2.p1	K07151	kofam	2.4.99.18
S2_only_classu|MSTRG.7360.1.p1	K08597	kofam	3.4.22.68
S2_only_classu|MSTRG.7550.1.p1	K00252	kofam	1.3.8.6
S2_only_classu|MSTRG.771.1.p1	K13350	kofam	
S2_only_classu|MSTRG.8148.1.p2	K11552	kofam	
S2_only_classu|MSTRG.8415.1.p1	K00728	kofam	2.4.1.109
S2_only_classu|MSTRG.8437.1.p1	K03544	kofam	
S2_only_classu|MSTRG.8444.1.p1	K07904	kofam	
S2_only_classu|MSTRG.8835.1.p3	K15363	kofam	3.1.21.-;3.1.4.1
S2_only_classu|MSTRG.893.1.p1	K16365	kofam	
S2_only_classu|MSTRG.9118.1.p2	K19356	kofam	1.14.99.54
S2_only_classu|MSTRG.958.1.p1	K08827	kofam	2.7.11.1
Shared_classu|MSTRG.1091.1.p1	K12349	kofam	3.5.1.23
Shared_classu|MSTRG.1282.1.p1	K16368	kofam	2.7.1.174
Shared_classu|MSTRG.1425.1.p1	K10838	kofam	
Shared_classu|MSTRG.1436.1.p1	K20827	kofam	3.1.3.16
Shared_classu|MSTRG.1437.1.p1	K20521	kofam	
Shared_classu|MSTRG.1476.1.p2	K19355	kofam	3.2.1.78
Shared_classu|MSTRG.1786.1.p1	K03317	kofam	
Shared_classu|MSTRG.1789.1.p1	K11826	kofam	
Shared_classu|MSTRG.1917.1.p1	K00767	kofam	2.4.2.19
Shared_classu|MSTRG.2541.1.p1	K03380	kofam	1.14.13.7
Shared_classu|MSTRG.2831.1.p1	K20182	kofam	
Shared_classu|MSTRG.4387.1.p1	K24765	kofam	
Shared_classu|MSTRG.442.1.p1	K07126	kofam	
Shared_classu|MSTRG.5595.1.p1	K11979	kofam	2.3.2.27
Shared_classu|MSTRG.5840.1.p1	K02606	kofam	
Shared_classu|MSTRG.5919.1.p1	K26750	kofam	
Shared_classu|MSTRG.6286.1.p1	K00469	kofam	1.13.99.1
Shared_classu|MSTRG.6768.1.p1	K08197	kofam	
Shared_classu|MSTRG.68.1.p1	K01183	kofam	3.2.1.14
Shared_classu|MSTRG.6871.1.p1	K00555	kofam	2.1.1.215;2.1.1.216
Shared_classu|MSTRG.7915.1.p1	K02433	kofam	6.3.5.6;6.3.5.7
Shared_classu|MSTRG.7915.1.p3	K12849	kofam	
Shared_classu|MSTRG.8149.1.p4	K11552	kofam	
Shared_classu|MSTRG.8318.1.p1	K11360	kofam	
Shared_classu|MSTRG.8903.1.p1	K09650	kofam	3.4.21.105
gene_10	K13343	kofam+xlsx	
gene_10000	K10416	kofam+xlsx	
gene_10004	K05533	kofam+xlsx	2.4.1.-
gene_10007	K07575	kofam+xlsx	
gene_10009	K28508	kofam	
gene_10016	K17497	kofam+xlsx	5.4.2.8
gene_10019	K10597	kofam+xlsx	2.3.2.27
gene_10020	K15325	kofam+xlsx	
gene_10021	K03448	xlsx	
gene_10025	K11374	kofam+xlsx	
gene_10026	K06884	kofam+xlsx	
gene_10027	K15160	kofam+xlsx	
gene_10030	K10215	kofam+xlsx	1.14.13.-
gene_10035	K01459;K16841	kofam+xlsx	3.5.1.77;5.1.99.3
gene_10036	K15146	kofam+xlsx	
gene_10038	K02291;K17841	kofam+xlsx	2.5.1.32;5.5.1.19
gene_10039	K10846	kofam+xlsx	
gene_1004	K23323	kofam+xlsx	2.1.1.-
gene_10040	K22745	kofam+xlsx	
gene_10045	K15628	kofam+xlsx	7.6.2.4
gene_10046	K22148	kofam+xlsx	
gene_10047	K03141	kofam+xlsx	
gene_10049	K01176	kofam+xlsx	3.2.1.1
gene_1005	K24781	kofam+xlsx	
gene_10053	K18443	kofam+xlsx	
gene_10057	K02324	kofam+xlsx	2.7.7.7
gene_10058	K21632	kofam+xlsx	
gene_10059	K09272	kofam+xlsx	
gene_10064	K17686	kofam+xlsx	7.2.2.8
gene_10070	K01372	kofam+xlsx	3.4.22.40
gene_10072	K22278	kofam+xlsx	3.5.1.104
gene_10075	K08192	kofam	
gene_10077	K17362	kofam+xlsx	3.1.2.-
gene_10082	K04348;K28606	kofam+xlsx	1.1.1.10;3.1.3.16
gene_10087	K14845	kofam+xlsx	
gene_10094	K00697	kofam+xlsx	2.4.1.15;2.4.1.347
gene_10095	K03448	kofam+xlsx	
gene_10096	K26550	kofam	
gene_10098	K15280	kofam+xlsx	
gene_10102	K03809	kofam+xlsx	1.6.5.2
gene_10103	K16568	xlsx	
gene_10105	K03039	kofam+xlsx	
gene_10106	K01410	kofam+xlsx	3.4.24.59
gene_10107	K06158	kofam+xlsx	
gene_10110	K03360	kofam+xlsx	
gene_10116	K03564	kofam+xlsx	1.11.1.24
gene_10120	K07300	kofam+xlsx	
gene_10121	K09051	kofam+xlsx	
gene_10126	K06877;K15304	kofam+xlsx	
gene_10128	K17922	kofam+xlsx	
gene_10130	K08192	kofam+xlsx	
gene_10137	K20224	kofam+xlsx	
gene_10139	K22386	kofam+xlsx	
gene_10142	K01809	kofam+xlsx	5.3.1.8
gene_10144	K19525	kofam+xlsx	
gene_10145	K19356;K22032	kofam+xlsx	1.14.99.54;1.14.99.56
gene_10151	K13192	xlsx	
gene_10152	K05986	kofam+xlsx	3.1.30.1
gene_10155	K08192	kofam+xlsx	
gene_10164	K02890	kofam	
gene_1017	K00728	kofam+xlsx	2.4.1.109
gene_10172	K18724;K27894	kofam+xlsx	
gene_10173	K03021	kofam+xlsx	2.7.7.6
gene_10175	K03790	xlsx	2.3.1.267
gene_10177	K09458;K17662	kofam+xlsx	2.3.1.179
gene_10178	K18083	kofam+xlsx	3.1.3.64;3.1.3.95
gene_10179	K14288;K28415	kofam+xlsx	
gene_1018	K24175	kofam+xlsx	
gene_10180	K10754	kofam+xlsx	
gene_10181	K00287	kofam+xlsx	1.5.1.3
gene_10182	K14818	kofam+xlsx	
gene_10185	K19842	kofam+xlsx	
gene_10186	K24160	kofam+xlsx	
gene_10187	K03950	kofam+xlsx	
gene_1019	K00232	kofam+xlsx	1.3.3.6
gene_10190	K01637	kofam+xlsx	4.1.3.1;4.1.3.30
gene_10191	K04567	kofam+xlsx	6.1.1.6
gene_10192	K11484	kofam+xlsx	3.5.1.98
gene_10197	K03362	kofam+xlsx	
gene_1020	K07277	xlsx	
gene_10204	K01209	kofam+xlsx	3.2.1.55
gene_10205	K27817	kofam	
gene_10207	K06867	xlsx	
gene_10208	K17741	kofam+xlsx	1.1.1.283
gene_10209	K14794	kofam+xlsx	
gene_1021	K13174	kofam+xlsx	
gene_10210	K10839	kofam+xlsx	
gene_10211	K10734	kofam+xlsx	
gene_10212	K12572	kofam+xlsx	
gene_10213	K27165	kofam	
gene_10215	K03593	kofam+xlsx	
gene_10221	K06035	kofam	4.2.1.69
gene_10225	K02973	kofam+xlsx	
gene_10227	K19356	kofam+xlsx	1.14.99.54
gene_1023	K03850	kofam+xlsx	2.4.1.256
gene_10232	K13348	kofam+xlsx	
gene_10234	K00693	kofam+xlsx	2.4.1.11
gene_10238	K00306;K21293	kofam+xlsx	1.5.3.1;1.5.3.7
gene_1024	K15100	kofam+xlsx	
gene_10245	K03106	kofam+xlsx	3.6.5.4
gene_10246	K15178	kofam+xlsx	
gene_10247	K23334;K28544	kofam+xlsx	
gene_10249	K12827	kofam+xlsx	
gene_10252	K22278	kofam+xlsx	3.5.1.104
gene_10255	K00234;K00239	kofam+xlsx	1.3.5.1
gene_1026	K23322	kofam+xlsx	1.-.-.-
gene_10269	K20181	kofam+xlsx	
gene_10270	K15275	kofam+xlsx	
gene_10271	K08192	kofam+xlsx	
gene_10272	K03457	kofam+xlsx	
gene_10277	K04441	kofam+xlsx	2.7.11.24
gene_10278	K11599	kofam+xlsx	
gene_10279	K01907;K16124	kofam+xlsx	6.2.1.16
gene_1028	K13206	kofam+xlsx	
gene_10280	K18102;K18334	kofam+xlsx	4.2.1.146;4.2.1.68
gene_10282	K22539	kofam+xlsx	4.2.2.2
gene_10285	K19356	kofam+xlsx	1.14.99.54
gene_10288	K15193	kofam+xlsx	
gene_10290	K21768	kofam+xlsx	
gene_10300	K00459;K23948	kofam+xlsx	1.13.12.16;1.6.5.9
gene_10301	K18802	kofam+xlsx	
gene_10305	K08764	xlsx	2.3.1.176
gene_10309	K18289	kofam+xlsx	2.8.3.-;2.8.3.22
gene_10314	K28507	kofam	
gene_1032	K05542	kofam+xlsx	1.3.1.88
gene_10322	K06944;K27705	kofam+xlsx	3.6.5.-
gene_10323	K03381	kofam+xlsx	1.13.11.1
gene_10324	K01811	kofam+xlsx	3.2.1.177
gene_10328	K11319;K11396	kofam+xlsx	
gene_10332	K18467	kofam+xlsx	
gene_10333	K05527;K22066	kofam+xlsx	
gene_10343	K08098	kofam+xlsx	2.4.1.-
gene_10344	K00749	kofam+xlsx	2.4.1.183
gene_1035	K24104	kofam+xlsx	
gene_10350	K28359	kofam	
gene_10352	K12161	kofam+xlsx	
gene_10353	K22834	kofam+xlsx	2.4.1.-
gene_10359	K01061	kofam+xlsx	3.1.1.45
gene_10361	K14168	kofam+xlsx	2.7.7.-
gene_10362	K01293	kofam+xlsx	3.4.17.4
gene_10365	K17421	kofam+xlsx	
gene_1037	K03007	kofam+xlsx	
gene_10376	K03509	kofam+xlsx	2.7.7.7
gene_10378	K09022	xlsx	3.5.99.10
gene_10380	K18551	kofam+xlsx	3.1.3.-
gene_10381	K17408	kofam+xlsx	
gene_10382	K01754	kofam+xlsx	4.3.1.19
gene_10383	K08711	kofam+xlsx	
gene_10387	K00236	kofam+xlsx	
gene_10388	K08838	kofam+xlsx	2.7.11.1
gene_10389	K00943	kofam+xlsx	2.7.4.9
gene_10391	K11498	kofam+xlsx	
gene_10393	K20063	kofam+xlsx	
gene_10396	K06676	kofam+xlsx	
gene_10398	K14786	kofam+xlsx	
gene_1040	K14263	kofam+xlsx	3.5.1.9
gene_10400	K16073	kofam+xlsx	
gene_10401	K01426	xlsx	3.5.1.4
gene_10402	K18588	kofam+xlsx	
